record_id,year_be,month,amphoe,sector,scope,activity_data,activity_unit,emission_tCO2e
1101,2563,5,สว่างแดนดิน,น้ำเสีย (Wastewater),1,317.2,unit,139.71
1102,2562,2,ค้อวัง,ปศุสัตว์ (Livestock),1,53.3,unit,44.09
1103,2564,2,บ้านม่วง,ดินที่จัดการ (Managed soil),1,151.3,unit,80.99
1104,2563,3,เจริญศิลป์,น้ำเสีย (Wastewater),1,96.8,unit,41.72
1105,2563,2,คำตากล้า,น้ำเสีย (Wastewater),1,261.5,unit,144.56
1106,2564,4,บ้านม่วง,การปลูกข้าว (Rice),1,63.9,ไร่ (rai),74.03
1107,2563,2,คำตากล้า,ปศุสัตว์ (Livestock),1,160.0,unit,117.46
1108,2563,7,เมืองสกลนคร,น้ำเสีย (Wastewater),1,127.5,unit,57.43
1109,2563,3,สว่างแดนดิน,การปลูกข้าว (Rice),1,69.1,ไร่ (rai),91.9
1110,2563,2,เต่างอย,การขนส่งทางถนน (On-road),1,49.6,1000 L,128.1
1111,2562,6,พังโคน,พลังงานที่พักอาศัย (Residential),2,365.5,1000 kWh,182.11
1112,2564,5,ค้อวัง,การปลูกข้าว (Rice),1,102.9,ไร่ (rai),109.23
1113,2564,7,ภูพาน,การปลูกข้าว (Rice),1,103.6,ไร่ (rai),120.27
1114,2562,3,พรรณานิคม,พลังงานธุรกิจ (Commercial),2,109.0,unit,67.13
1115,2564,6,เจริญศิลป์,การขนส่งทางถนน (On-road),1,20.7,1000 L,53.72
1116,2564,5,นิคมน้ำอูน,การปลูกข้าว (Rice),1,81.8,ไร่ (rai),86.26
1117,2564,3,คำตากล้า,การปลูกข้าว (Rice),1,29.0,ไร่ (rai),35.12
1118,2562,11,โคกศรีสุพรรณ,น้ำเสีย (Wastewater),1,143.0,unit,81.02
1119,2563,5,เมืองสกลนคร,การปลูกข้าว (Rice),1,110.8,ไร่ (rai),123.45
1120,2563,1,โพนนาแก้ว,การปลูกข้าว (Rice),1,24.7,ไร่ (rai),32.23
1121,2563,1,ภูพาน,การปลูกข้าว (Rice),1,32.3,ไร่ (rai),39.99
1122,2564,8,เจริญศิลป์,การขนส่งทางถนน (On-road),1,43.9,1000 L,122.18
1123,2564,5,พังโคน,ปศุสัตว์ (Livestock),1,57.0,unit,46.33
1124,2564,12,ภูพาน,การปลูกข้าว (Rice),1,73.6,ไร่ (rai),96.5
1125,2563,12,สว่างแดนดิน,การปลูกข้าว (Rice),1,141.6,ไร่ (rai),154.9
1126,2564,3,ค้อวัง,การปลูกข้าว (Rice),1,93.5,ไร่ (rai),106.76
1127,2563,12,กุสุมาลย์,การขนส่งทางถนน (On-road),1,32.6,1000 L,91.18
1128,2564,7,ค้อวัง,การปลูกข้าว (Rice),1,92.2,ไร่ (rai),121.41
1129,2564,8,พรรณานิคม,การขนส่งทางถนน (On-road),1,30.3,1000 L,89.22
1130,2562,4,เจริญศิลป์,การปลูกข้าว (Rice),1,47.5,ไร่ (rai),58.82
1131,2564,4,สว่างแดนดิน,การปลูกข้าว (Rice),1,72.0,ไร่ (rai),80.25
1132,2564,5,สว่างแดนดิน,ปศุสัตว์ (Livestock),1,107.6,unit,76.49
1133,2564,3,เต่างอย,การปลูกข้าว (Rice),1,100.4,ไร่ (rai),122.95
1134,2564,8,พรรณานิคม,การขนส่งทางถนน (On-road),1,33.0,1000 L,94.01
1135,2563,12,เจริญศิลป์,พลังงานที่พักอาศัย (Residential),2,183.6,1000 kWh,98.17
1136,2563,11,บ้านม่วง,ปศุสัตว์ (Livestock),1,81.5,unit,62.63
1137,2563,2,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,109.0,ไร่ (rai),126.0
1138,2564,3,ค้อวัง,การปลูกข้าว (Rice),1,106.9,ไร่ (rai),123.33
1139,2564,11,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,55.2,1000 L,134.21
1140,2564,11,โพนนาแก้ว,การปลูกข้าว (Rice),1,113.1,ไร่ (rai),129.82
1141,2564,7,นิคมน้ำอูน,การขนส่งทางถนน (On-road),1,34.1,1000 L,102.4
1142,2563,11,พรรณานิคม,การปลูกข้าว (Rice),1,77.6,ไร่ (rai),81.39
1143,2563,10,วานรนิวาส,การขนส่งทางถนน (On-road),1,66.8,1000 L,154.33
1144,2562,6,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,26.4,1000 L,61.5
1145,2564,12,สว่างแดนดิน,ดินที่จัดการ (Managed soil),1,311.0,unit,160.93
1146,2564,2,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,198.8,unit,159.02
1147,2563,2,ส่องดาว,การปลูกข้าว (Rice),1,66.2,ไร่ (rai),73.49
1148,2563,3,เจริญศิลป์,การปลูกข้าว (Rice),1,113.9,ไร่ (rai),116.55
1149,2564,4,พรรณานิคม,การปลูกข้าว (Rice),1,63.8,ไร่ (rai),66.8
1150,2563,7,สว่างแดนดิน,การปลูกข้าว (Rice),1,95.1,ไร่ (rai),102.38
1151,2563,12,กุสุมาลย์,การขนส่งทางถนน (On-road),1,33.5,1000 L,85.1
1152,2562,4,เจริญศิลป์,การปลูกข้าว (Rice),1,84.4,ไร่ (rai),106.32
1153,2563,3,พังโคน,ฝังกลบขยะ (Landfill),1,122.4,unit,93.08
1154,2564,10,สว่างแดนดิน,ปศุสัตว์ (Livestock),1,110.0,unit,75.32
1155,2564,6,นิคมน้ำอูน,การปลูกข้าว (Rice),1,64.4,ไร่ (rai),72.14
1156,2562,12,สว่างแดนดิน,น้ำเสีย (Wastewater),1,233.3,unit,103.64
1157,2562,8,อากาศอำนวย,การปลูกข้าว (Rice),1,127.5,ไร่ (rai),147.18
1158,2563,11,พรรณานิคม,การปลูกข้าว (Rice),1,76.2,ไร่ (rai),85.31
1159,2564,2,นิคมน้ำอูน,การปลูกข้าว (Rice),1,76.0,ไร่ (rai),80.72
1160,2563,2,เมืองสกลนคร,ดินที่จัดการ (Managed soil),1,316.3,unit,179.86
1161,2564,11,เต่างอย,การปลูกข้าว (Rice),1,110.2,ไร่ (rai),124.71
1162,2563,10,บ้านม่วง,ปศุสัตว์ (Livestock),1,133.7,unit,112.51
1163,2563,12,พังโคน,การปลูกข้าว (Rice),1,101.8,ไร่ (rai),115.08
1164,2564,1,เต่างอย,การปลูกข้าว (Rice),1,52.3,ไร่ (rai),70.51
1165,2564,9,ภูพาน,การปลูกข้าว (Rice),1,79.7,ไร่ (rai),98.84
1166,2564,11,นิคมน้ำอูน,การขนส่งทางถนน (On-road),1,45.9,1000 L,117.38
1167,2562,8,สว่างแดนดิน,พลังงานที่พักอาศัย (Residential),2,116.3,1000 kWh,58.74
1168,2564,4,วาริชภูมิ,การปลูกข้าว (Rice),1,23.1,ไร่ (rai),29.11
1169,2562,8,อากาศอำนวย,การปลูกข้าว (Rice),1,106.3,ไร่ (rai),114.26
1170,2562,6,พรรณานิคม,การขนส่งทางถนน (On-road),1,45.8,1000 L,113.22
1171,2564,6,คำตากล้า,การปลูกข้าว (Rice),1,42.4,ไร่ (rai),46.64
1172,2562,9,ส่องดาว,ฝังกลบขยะ (Landfill),1,81.5,unit,66.07
1173,2563,2,พรรณานิคม,ปศุสัตว์ (Livestock),1,161.5,unit,148.53
1174,2563,6,ค้อวัง,การปลูกข้าว (Rice),1,61.7,ไร่ (rai),85.02
1175,2562,10,เจริญศิลป์,ปศุสัตว์ (Livestock),1,135.5,unit,118.89
1176,2562,12,บ้านม่วง,การปลูกข้าว (Rice),1,53.1,ไร่ (rai),58.59
1177,2564,5,โพนนาแก้ว,การปลูกข้าว (Rice),1,52.9,ไร่ (rai),54.87
1178,2564,4,บ้านม่วง,ปศุสัตว์ (Livestock),1,150.5,unit,121.02
1179,2562,12,เมืองสกลนคร,น้ำเสีย (Wastewater),1,273.0,unit,134.39
1180,2563,5,เต่างอย,น้ำเสีย (Wastewater),1,155.0,unit,77.7
1181,2563,3,อากาศอำนวย,ปศุสัตว์ (Livestock),1,110.8,unit,97.9
1182,2563,3,คำตากล้า,การปลูกข้าว (Rice),1,64.0,ไร่ (rai),74.41
1183,2563,7,วาริชภูมิ,การปลูกข้าว (Rice),1,136.4,ไร่ (rai),141.14
1184,2563,11,เต่างอย,การขนส่งทางถนน (On-road),1,42.6,1000 L,117.68
1185,2564,1,อากาศอำนวย,การปลูกข้าว (Rice),1,84.0,ไร่ (rai),88.82
1186,2563,1,พรรณานิคม,การปลูกข้าว (Rice),1,108.8,ไร่ (rai),147.68
1187,2563,1,บ้านม่วง,การปลูกข้าว (Rice),1,82.8,ไร่ (rai),102.6
1188,2563,4,พรรณานิคม,การปลูกข้าว (Rice),1,110.7,ไร่ (rai),142.49
1189,2562,12,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,76.6,ไร่ (rai),89.48
1190,2564,7,ค้อวัง,การปลูกข้าว (Rice),1,104.8,ไร่ (rai),107.89
1191,2564,12,โพนนาแก้ว,การปลูกข้าว (Rice),1,97.9,ไร่ (rai),110.06
1192,2564,1,เมืองสกลนคร,การปลูกข้าว (Rice),1,116.1,ไร่ (rai),149.5
1193,2564,5,ส่องดาว,การปลูกข้าว (Rice),1,78.5,ไร่ (rai),107.38
1194,2563,3,พรรณานิคม,ปศุสัตว์ (Livestock),1,175.2,unit,158.18
1195,2562,9,ส่องดาว,การปลูกข้าว (Rice),1,50.3,ไร่ (rai),68.0
1196,2562,4,สว่างแดนดิน,การปลูกข้าว (Rice),1,97.3,ไร่ (rai),106.41
1197,2562,8,นิคมน้ำอูน,ดินที่จัดการ (Managed soil),1,175.1,unit,90.77
1198,2562,4,พังโคน,การขนส่งทางถนน (On-road),1,12.2,1000 L,29.44
1199,2564,3,พังโคน,พลังงานธุรกิจ (Commercial),2,194.2,unit,113.08
1200,2562,12,สว่างแดนดิน,การปลูกข้าว (Rice),1,124.0,ไร่ (rai),136.19
1201,2563,2,พรรณานิคม,การปลูกข้าว (Rice),1,130.1,ไร่ (rai),135.14
1202,2564,6,บ้านม่วง,การปลูกข้าว (Rice),1,111.1,ไร่ (rai),152.55
1203,2564,5,วานรนิวาส,พลังงานธุรกิจ (Commercial),2,124.7,unit,74.22
1204,2563,4,กุสุมาลย์,ดินที่จัดการ (Managed soil),1,247.8,unit,133.47
1205,2563,10,วานรนิวาส,พลังงานที่พักอาศัย (Residential),2,300.2,1000 kWh,159.21
1206,2564,1,ภูพาน,การปลูกข้าว (Rice),1,62.8,ไร่ (rai),83.46
1207,2563,8,บ้านม่วง,ปศุสัตว์ (Livestock),1,27.5,unit,24.57
1208,2562,8,พังโคน,การขนส่งทางถนน (On-road),1,39.0,1000 L,102.05
1209,2563,8,คำตากล้า,การปลูกข้าว (Rice),1,92.5,ไร่ (rai),117.28
1210,2563,12,พังโคน,การขนส่งทางถนน (On-road),1,54.4,1000 L,167.86
1211,2563,12,นิคมน้ำอูน,การปลูกข้าว (Rice),1,67.8,ไร่ (rai),87.68
1212,2563,8,เจริญศิลป์,การขนส่งทางถนน (On-road),1,30.1,1000 L,87.38
1213,2562,8,อากาศอำนวย,ปศุสัตว์ (Livestock),1,165.9,unit,151.87
1214,2562,10,วาริชภูมิ,การปลูกข้าว (Rice),1,38.3,ไร่ (rai),51.77
1215,2564,10,วาริชภูมิ,การปลูกข้าว (Rice),1,49.4,ไร่ (rai),59.39
1216,2562,2,พังโคน,การปลูกข้าว (Rice),1,114.6,ไร่ (rai),123.75
1217,2564,5,กุสุมาลย์,การปลูกข้าว (Rice),1,54.8,ไร่ (rai),67.2
1218,2563,7,สว่างแดนดิน,การปลูกข้าว (Rice),1,82.8,ไร่ (rai),95.98
1219,2562,1,วาริชภูมิ,การปลูกข้าว (Rice),1,112.2,ไร่ (rai),140.62
1220,2563,5,นิคมน้ำอูน,การขนส่งทางถนน (On-road),1,51.9,1000 L,153.34
1221,2563,7,ภูพาน,การปลูกข้าว (Rice),1,152.7,ไร่ (rai),167.87
1222,2562,3,บ้านม่วง,น้ำเสีย (Wastewater),1,345.8,unit,162.42
1223,2564,11,สว่างแดนดิน,การปลูกข้าว (Rice),1,97.3,ไร่ (rai),102.02
1224,2564,8,วาริชภูมิ,การปลูกข้าว (Rice),1,5.0,ไร่ (rai),5.73
1225,2562,9,พรรณานิคม,พลังงานธุรกิจ (Commercial),2,41.3,unit,21.36
1226,2563,2,อากาศอำนวย,พลังงานธุรกิจ (Commercial),2,184.4,unit,116.96
1227,2564,3,คำตากล้า,ฝังกลบขยะ (Landfill),1,66.1,unit,51.52
1228,2563,10,พังโคน,การปลูกข้าว (Rice),1,40.4,ไร่ (rai),44.58
1229,2562,6,นิคมน้ำอูน,การปลูกข้าว (Rice),1,111.1,ไร่ (rai),138.64
1230,2562,4,คำตากล้า,การปลูกข้าว (Rice),1,61.8,ไร่ (rai),68.16
1231,2563,12,โคกศรีสุพรรณ,น้ำเสีย (Wastewater),1,53.8,unit,27.23
1232,2562,6,เจริญศิลป์,การปลูกข้าว (Rice),1,59.4,ไร่ (rai),78.33
1233,2564,4,ภูพาน,การขนส่งทางถนน (On-road),1,61.7,1000 L,188.31
1234,2564,12,พรรณานิคม,การปลูกข้าว (Rice),1,77.8,ไร่ (rai),98.17
1235,2562,3,ค้อวัง,ปศุสัตว์ (Livestock),1,160.4,unit,111.74
1236,2562,6,พังโคน,ปศุสัตว์ (Livestock),1,179.6,unit,141.94
1237,2564,7,โคกศรีสุพรรณ,การขนส่งทางถนน (On-road),1,51.3,1000 L,135.68
1238,2562,7,บ้านม่วง,การปลูกข้าว (Rice),1,162.6,ไร่ (rai),208.7
1239,2564,1,โพนนาแก้ว,การขนส่งทางถนน (On-road),1,57.9,1000 L,175.6
1240,2564,10,สว่างแดนดิน,ดินที่จัดการ (Managed soil),1,277.4,unit,125.81
1241,2564,2,วานรนิวาส,ปศุสัตว์ (Livestock),1,87.5,unit,70.16
1242,2564,9,สว่างแดนดิน,การปลูกข้าว (Rice),1,78.5,ไร่ (rai),97.58
1243,2564,3,เมืองสกลนคร,ปศุสัตว์ (Livestock),1,132.5,unit,104.75
1244,2562,12,โคกศรีสุพรรณ,การขนส่งทางถนน (On-road),1,23.8,1000 L,61.74
1245,2562,7,นิคมน้ำอูน,พลังงานที่พักอาศัย (Residential),2,216.0,1000 kWh,102.28
1246,2564,1,พังโคน,การปลูกข้าว (Rice),1,56.3,ไร่ (rai),62.88
1247,2564,11,ค้อวัง,ฝังกลบขยะ (Landfill),1,157.2,unit,134.03
1248,2564,11,เจริญศิลป์,การปลูกข้าว (Rice),1,89.6,ไร่ (rai),96.2
1249,2564,5,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,101.9,unit,85.49
1250,2563,8,กุสุมาลย์,ปศุสัตว์ (Livestock),1,118.3,unit,91.32
1251,2563,3,อากาศอำนวย,ดินที่จัดการ (Managed soil),1,206.4,unit,117.95
1252,2564,7,เต่างอย,การปลูกข้าว (Rice),1,117.8,ไร่ (rai),152.11
1253,2564,3,พังโคน,การปลูกข้าว (Rice),1,128.5,ไร่ (rai),174.23
1254,2562,9,คำตากล้า,การปลูกข้าว (Rice),1,109.6,ไร่ (rai),142.81
1255,2562,8,อากาศอำนวย,ปศุสัตว์ (Livestock),1,125.1,unit,114.26
1256,2564,4,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,59.6,ไร่ (rai),65.46
1257,2562,6,นิคมน้ำอูน,การขนส่งทางถนน (On-road),1,22.8,1000 L,61.99
1258,2562,3,โคกศรีสุพรรณ,ปศุสัตว์ (Livestock),1,167.5,unit,115.79
1259,2563,6,โพนนาแก้ว,การปลูกข้าว (Rice),1,5.0,ไร่ (rai),5.7
1260,2564,7,คำตากล้า,ฝังกลบขยะ (Landfill),1,78.6,unit,67.09
1261,2563,1,วานรนิวาส,การปลูกข้าว (Rice),1,109.6,ไร่ (rai),124.22
1262,2562,10,พังโคน,น้ำเสีย (Wastewater),1,209.9,unit,106.17
1263,2563,2,กุสุมาลย์,ดินที่จัดการ (Managed soil),1,245.8,unit,124.79
1264,2564,12,ค้อวัง,การปลูกข้าว (Rice),1,97.9,ไร่ (rai),131.75
1265,2564,7,นิคมน้ำอูน,ดินที่จัดการ (Managed soil),1,257.7,unit,132.93
1266,2563,4,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,80.4,ไร่ (rai),104.73
1267,2563,4,วานรนิวาส,การปลูกข้าว (Rice),1,41.5,ไร่ (rai),47.02
1268,2563,5,เมืองสกลนคร,ดินที่จัดการ (Managed soil),1,311.2,unit,156.81
1269,2562,3,ค้อวัง,การปลูกข้าว (Rice),1,60.2,ไร่ (rai),63.65
1270,2562,3,วานรนิวาส,ปศุสัตว์ (Livestock),1,138.8,unit,95.14
1271,2564,6,คำตากล้า,การปลูกข้าว (Rice),1,35.0,ไร่ (rai),45.78
1272,2562,7,สว่างแดนดิน,ฝังกลบขยะ (Landfill),1,203.5,unit,179.56
1273,2564,9,พังโคน,ปศุสัตว์ (Livestock),1,122.2,unit,99.21
1274,2562,11,เจริญศิลป์,การปลูกข้าว (Rice),1,79.1,ไร่ (rai),103.73
1275,2563,8,บ้านม่วง,น้ำเสีย (Wastewater),1,204.4,unit,104.58
1276,2563,3,โคกศรีสุพรรณ,การขนส่งทางถนน (On-road),1,43.1,1000 L,100.19
1277,2562,6,เจริญศิลป์,การปลูกข้าว (Rice),1,80.4,ไร่ (rai),93.96
1278,2562,3,ภูพาน,ปศุสัตว์ (Livestock),1,172.6,unit,140.14
1279,2562,3,วาริชภูมิ,การปลูกข้าว (Rice),1,72.6,ไร่ (rai),95.71
1280,2564,5,พังโคน,ฝังกลบขยะ (Landfill),1,108.0,unit,90.16
1281,2563,7,พรรณานิคม,ดินที่จัดการ (Managed soil),1,235.4,unit,115.11
1282,2563,5,กุสุมาลย์,ปศุสัตว์ (Livestock),1,77.7,unit,71.11
1283,2562,1,บ้านม่วง,การปลูกข้าว (Rice),1,44.3,ไร่ (rai),47.36
1284,2562,11,โพนนาแก้ว,น้ำเสีย (Wastewater),1,264.7,unit,117.95
1285,2562,10,พรรณานิคม,การปลูกข้าว (Rice),1,101.8,ไร่ (rai),125.54
1286,2564,9,พรรณานิคม,การปลูกข้าว (Rice),1,105.0,ไร่ (rai),133.75
1287,2562,12,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,54.4,ไร่ (rai),67.46
1288,2564,7,พังโคน,การขนส่งทางถนน (On-road),1,49.4,1000 L,131.94
1289,2564,12,เต่างอย,การปลูกข้าว (Rice),1,33.3,ไร่ (rai),35.82
1290,2562,2,อากาศอำนวย,การขนส่งทางถนน (On-road),1,44.3,1000 L,137.13
1291,2562,12,ภูพาน,การปลูกข้าว (Rice),1,79.0,ไร่ (rai),106.54
1292,2562,11,วาริชภูมิ,การปลูกข้าว (Rice),1,60.7,ไร่ (rai),71.13
1293,2563,8,วาริชภูมิ,การขนส่งทางถนน (On-road),1,61.8,1000 L,141.85
1294,2563,4,ภูพาน,การขนส่งทางถนน (On-road),1,8.6,1000 L,21.85
1295,2562,11,พรรณานิคม,การปลูกข้าว (Rice),1,109.7,ไร่ (rai),116.0
1296,2564,9,วานรนิวาส,การปลูกข้าว (Rice),1,79.7,ไร่ (rai),102.0
1297,2563,1,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,12.7,ไร่ (rai),15.16
1298,2563,2,ภูพาน,การปลูกข้าว (Rice),1,19.4,ไร่ (rai),20.26
1299,2564,5,โพนนาแก้ว,การปลูกข้าว (Rice),1,113.2,ไร่ (rai),154.72
1300,2564,2,พังโคน,ปศุสัตว์ (Livestock),1,131.6,unit,103.61
1301,2564,12,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,54.0,1000 L,167.33
1302,2563,7,วาริชภูมิ,การปลูกข้าว (Rice),1,74.5,ไร่ (rai),77.99
1303,2564,8,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,99.6,ไร่ (rai),125.51
1304,2563,4,ส่องดาว,การปลูกข้าว (Rice),1,55.6,ไร่ (rai),61.1
1305,2562,7,เมืองสกลนคร,น้ำเสีย (Wastewater),1,249.0,unit,112.52
1306,2562,4,เจริญศิลป์,ฝังกลบขยะ (Landfill),1,194.8,unit,136.69
1307,2564,5,พังโคน,การปลูกข้าว (Rice),1,84.4,ไร่ (rai),100.18
1308,2563,1,บ้านม่วง,พลังงานที่พักอาศัย (Residential),2,105.6,1000 kWh,55.38
1309,2564,9,สว่างแดนดิน,การขนส่งทางถนน (On-road),1,45.9,1000 L,130.2
1310,2564,8,เมืองสกลนคร,ฝังกลบขยะ (Landfill),1,187.1,unit,138.11
1311,2562,2,สว่างแดนดิน,ปศุสัตว์ (Livestock),1,222.5,unit,164.91
1312,2563,2,วาริชภูมิ,ดินที่จัดการ (Managed soil),1,146.3,unit,62.77
1313,2563,11,ภูพาน,พลังงานธุรกิจ (Commercial),2,202.7,unit,106.59
1314,2564,9,ส่องดาว,การปลูกข้าว (Rice),1,117.6,ไร่ (rai),124.6
1315,2564,7,คำตากล้า,การปลูกข้าว (Rice),1,69.5,ไร่ (rai),90.41
1316,2564,3,วานรนิวาส,ดินที่จัดการ (Managed soil),1,276.8,unit,119.8
1317,2563,12,สว่างแดนดิน,การปลูกข้าว (Rice),1,124.4,ไร่ (rai),142.98
1318,2563,2,โพนนาแก้ว,ฝังกลบขยะ (Landfill),1,174.3,unit,158.92
1319,2562,1,เมืองสกลนคร,การขนส่งทางถนน (On-road),1,54.1,1000 L,127.82
1320,2563,1,นิคมน้ำอูน,ดินที่จัดการ (Managed soil),1,227.1,unit,104.3
1321,2562,8,วานรนิวาส,การปลูกข้าว (Rice),1,101.9,ไร่ (rai),120.94
1322,2562,1,เมืองสกลนคร,การปลูกข้าว (Rice),1,57.8,ไร่ (rai),72.93
1323,2564,4,วาริชภูมิ,การขนส่งทางถนน (On-road),1,35.0,1000 L,89.08
1324,2562,3,กุสุมาลย์,การปลูกข้าว (Rice),1,83.8,ไร่ (rai),111.19
1325,2563,1,วานรนิวาส,การปลูกข้าว (Rice),1,118.1,ไร่ (rai),157.36
1326,2564,2,ส่องดาว,การปลูกข้าว (Rice),1,115.8,ไร่ (rai),123.43
1327,2564,1,พังโคน,ฝังกลบขยะ (Landfill),1,92.7,unit,76.61
1328,2562,6,อากาศอำนวย,การปลูกข้าว (Rice),1,146.4,ไร่ (rai),155.33
1329,2562,9,ส่องดาว,ฝังกลบขยะ (Landfill),1,163.4,unit,133.51
1330,2563,4,กุสุมาลย์,การปลูกข้าว (Rice),1,126.5,ไร่ (rai),157.82
1331,2564,6,พรรณานิคม,ปศุสัตว์ (Livestock),1,104.3,unit,80.2
1332,2563,1,ค้อวัง,การขนส่งทางถนน (On-road),1,37.3,1000 L,101.22
1333,2562,12,นิคมน้ำอูน,การปลูกข้าว (Rice),1,139.8,ไร่ (rai),144.5
1334,2562,12,พังโคน,การปลูกข้าว (Rice),1,20.1,ไร่ (rai),27.34
1335,2562,5,ภูพาน,การปลูกข้าว (Rice),1,84.5,ไร่ (rai),102.99
1336,2564,5,บ้านม่วง,การขนส่งทางถนน (On-road),1,44.8,1000 L,122.68
1337,2564,5,โคกศรีสุพรรณ,ปศุสัตว์ (Livestock),1,103.9,unit,72.83
1338,2564,2,พังโคน,การปลูกข้าว (Rice),1,54.8,ไร่ (rai),63.5
1339,2562,4,บ้านม่วง,น้ำเสีย (Wastewater),1,164.7,unit,87.42
1340,2563,10,เจริญศิลป์,การปลูกข้าว (Rice),1,99.9,ไร่ (rai),114.79
1341,2563,3,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,96.7,ไร่ (rai),131.99
1342,2563,10,พรรณานิคม,การปลูกข้าว (Rice),1,89.7,ไร่ (rai),122.25
1343,2563,2,เจริญศิลป์,การปลูกข้าว (Rice),1,87.7,ไร่ (rai),95.87
1344,2562,4,โคกศรีสุพรรณ,การขนส่งทางถนน (On-road),1,24.0,1000 L,60.67
1345,2564,8,วานรนิวาส,ดินที่จัดการ (Managed soil),1,232.7,unit,127.39
1346,2562,11,โพนนาแก้ว,การปลูกข้าว (Rice),1,79.3,ไร่ (rai),94.07
1347,2563,10,โพนนาแก้ว,ปศุสัตว์ (Livestock),1,174.6,unit,149.87
1348,2564,2,กุสุมาลย์,การขนส่งทางถนน (On-road),1,41.3,1000 L,98.21
1349,2564,4,กุสุมาลย์,น้ำเสีย (Wastewater),1,358.3,unit,172.42
1350,2562,5,บ้านม่วง,การปลูกข้าว (Rice),1,110.4,ไร่ (rai),151.86
1351,2563,8,กุสุมาลย์,การปลูกข้าว (Rice),1,55.9,ไร่ (rai),62.98
1352,2563,1,โพนนาแก้ว,การปลูกข้าว (Rice),1,62.3,ไร่ (rai),72.8
1353,2562,10,ส่องดาว,การขนส่งทางถนน (On-road),1,62.3,1000 L,152.49
1354,2563,11,ภูพาน,ปศุสัตว์ (Livestock),1,126.6,unit,113.1
1355,2563,3,โคกศรีสุพรรณ,ดินที่จัดการ (Managed soil),1,289.4,unit,150.7
1356,2562,5,คำตากล้า,ดินที่จัดการ (Managed soil),1,253.2,unit,117.22
1357,2564,4,พรรณานิคม,พลังงานที่พักอาศัย (Residential),2,142.6,1000 kWh,69.26
1358,2562,1,อากาศอำนวย,การปลูกข้าว (Rice),1,65.1,ไร่ (rai),78.01
1359,2562,1,นิคมน้ำอูน,การปลูกข้าว (Rice),1,93.5,ไร่ (rai),117.7
1360,2564,1,คำตากล้า,ปศุสัตว์ (Livestock),1,75.8,unit,60.45
1361,2564,8,เมืองสกลนคร,การปลูกข้าว (Rice),1,119.1,ไร่ (rai),138.22
1362,2563,3,เต่างอย,การปลูกข้าว (Rice),1,114.1,ไร่ (rai),123.39
1363,2563,8,นิคมน้ำอูน,ปศุสัตว์ (Livestock),1,141.4,unit,124.65
1364,2563,9,โคกศรีสุพรรณ,การปลูกข้าว (Rice),1,72.6,ไร่ (rai),81.28
1365,2564,5,โพนนาแก้ว,การปลูกข้าว (Rice),1,42.7,ไร่ (rai),53.47
1366,2564,5,สว่างแดนดิน,การปลูกข้าว (Rice),1,93.7,ไร่ (rai),97.4
1367,2563,8,ส่องดาว,การขนส่งทางถนน (On-road),1,26.3,1000 L,63.19
1368,2563,12,นิคมน้ำอูน,ดินที่จัดการ (Managed soil),1,148.9,unit,75.99
1369,2564,6,พังโคน,การปลูกข้าว (Rice),1,84.1,ไร่ (rai),105.33
1370,2562,8,พรรณานิคม,การขนส่งทางถนน (On-road),1,33.5,1000 L,96.05
1371,2564,8,วาริชภูมิ,การขนส่งทางถนน (On-road),1,22.7,1000 L,66.55
1372,2563,12,เมืองสกลนคร,การปลูกข้าว (Rice),1,56.5,ไร่ (rai),59.72
1373,2564,9,วานรนิวาส,การปลูกข้าว (Rice),1,57.3,ไร่ (rai),62.46
1374,2564,7,พังโคน,การปลูกข้าว (Rice),1,91.8,ไร่ (rai),118.32
1375,2564,7,สว่างแดนดิน,การปลูกข้าว (Rice),1,85.6,ไร่ (rai),106.13
1376,2562,2,บ้านม่วง,ดินที่จัดการ (Managed soil),1,252.4,unit,136.88
1377,2563,10,กุสุมาลย์,ปศุสัตว์ (Livestock),1,148.2,unit,127.42
1378,2563,2,อากาศอำนวย,การปลูกข้าว (Rice),1,100.2,ไร่ (rai),123.45
1379,2562,5,อากาศอำนวย,การขนส่งทางถนน (On-road),1,23.2,1000 L,54.47
1380,2564,9,วาริชภูมิ,ดินที่จัดการ (Managed soil),1,107.5,unit,47.25
1381,2564,2,ส่องดาว,การขนส่งทางถนน (On-road),1,39.4,1000 L,106.98
1382,2562,11,บ้านม่วง,การปลูกข้าว (Rice),1,67.8,ไร่ (rai),92.31
1383,2562,9,ภูพาน,การปลูกข้าว (Rice),1,91.3,ไร่ (rai),125.33
1384,2562,10,เจริญศิลป์,การปลูกข้าว (Rice),1,119.7,ไร่ (rai),157.95
